datum	celaz	szamlaaz	osszeg
2008.01.15	5	1545	56
2008.01.15	4	1548	97
2008.01.15	4	1551	6
2008.01.15	4	1552	93
2008.01.15	5	1554	45
2008.01.15	4	1558	1
2008.01.15	5	1560	69
2008.01.15	7	1564	94
2008.01.15	7	1566	23
2008.01.15	6	1570	50
2008.01.15	4	1571	25
2008.01.15	4	1573	43
2008.01.15	5	1575	25
2008.01.15	5	1577	47
2008.01.15	5	1578	76
2008.01.15	5	1581	38
2008.01.15	5	1585	76
2008.01.15	6	1589	90
2008.01.15	6	1591	26
2008.01.15	7	1594	79
2008.01.15	6	1596	98
2008.01.15	5	1600	80
2008.01.15	6	1604	71
2008.01.15	7	1606	68
2008.01.15	6	1607	18
2008.01.15	6	1610	18
2008.01.15	5	1612	14
2008.01.15	6	1615	4
2008.01.15	4	1616	17
2008.01.15	4	1617	2
2008.01.15	4	1619	53
2008.01.15	6	1623	42
2008.01.15	6	1625	46
2008.01.15	4	1627	32
2008.01.15	5	1629	89
2008.01.15	7	1632	15
2008.01.15	4	1636	28
2008.01.15	5	1638	10
2008.01.15	6	1641	23
2008.01.15	5	1642	91
2008.01.15	7	1645	63
2008.01.15	5	1646	17
2008.01.15	6	1648	52
2008.01.15	4	1651	14
2008.01.15	7	1653	66
2008.01.15	4	1655	6
2008.01.15	5	1656	79
2008.01.15	7	1659	84
2008.01.15	4	1662	66
2008.01.15	6	1665	12
2008.01.15	4	1666	2
2008.01.15	4	1667	1
2008.01.15	6	1671	64
2008.01.15	7	1673	89
2008.01.15	5	1674	24
2008.01.15	7	1677	64
2008.01.15	4	1680	58
2008.01.15	4	1684	2
2008.01.15	4	1687	41
2008.01.15	6	1691	75
2008.01.15	7	1693	49
2008.01.15	7	1694	60
2008.01.15	4	1695	28
2008.01.15	4	1698	16
2008.01.15	7	1700	37
2008.01.15	4	1701	66
2008.01.15	7	1702	33
2008.01.15	4	1704	37
2008.01.15	4	1706	22
2008.01.15	5	1710	19
2008.01.15	5	1711	75
2008.01.15	4	1714	87
2008.01.15	6	1718	3
2008.01.15	7	1720	18
2008.01.15	7	1722	80
2008.01.15	4	1725	85
2008.01.15	4	1728	81
2008.01.15	6	1730	64
2008.01.15	5	1734	82
2008.01.15	4	1736	31
2008.01.15	7	1738	57
2008.01.15	6	1740	58
2008.01.15	5	1743	80
2008.01.15	7	1747	11
2008.01.15	7	1750	15
2008.01.15	6	1754	98
2008.01.15	6	1757	76
2008.01.15	5	1758	61
2008.01.15	4	1762	98
2008.01.15	7	1763	42
2008.01.15	6	1767	69
2008.01.15	6	1771	46
2008.01.15	4	1773	64
2008.01.15	5	1774	10
2008.01.15	4	1775	58
2008.01.15	5	1778	39
2008.01.15	5	1779	27
2008.01.15	4	1783	99
2008.01.15	6	1787	45
2008.01.15	6	1791	58
2008.01.15	6	1792	86
2008.01.15	7	1794	28
2008.01.15	6	1797	28
2008.01.15	4	1801	84
2008.01.22	4	4	17
2008.01.22	4	7	3
2008.01.22	4	8	25
2008.01.22	4	9	2
2008.01.22	4	10	94
2008.01.22	4	14	13
2008.01.22	5	17	17
2008.01.22	5	20	14
2008.01.22	4	23	65
2008.01.22	4	24	80
2008.01.22	5	28	17
2008.01.22	4	29	85
2008.01.22	5	32	23
2008.01.22	4	33	7
2008.01.22	5	34	27
2008.01.22	4	35	17
2008.01.22	4	39	35
2008.01.22	5	43	92
2008.01.22	4	47	23
2008.01.22	5	48	7
2008.01.22	5	51	34
2008.01.22	4	54	37
2008.01.22	4	58	75
2008.01.22	4	59	28
2008.01.22	4	62	43
2008.01.22	4	63	42
2008.01.22	4	65	13
2008.01.22	4	68	66
2008.01.22	5	72	60
2008.01.22	4	74	6
2008.01.22	4	75	60
2008.01.22	4	76	35
2008.01.22	4	79	87
2008.01.22	4	82	29
2008.01.22	4	83	17
2008.01.22	4	86	31
2008.01.22	4	89	24
2008.01.22	5	92	11
2008.01.22	5	95	83
2008.01.22	4	99	50
2008.01.22	5	100	70
2008.01.22	5	103	53
2008.01.22	4	105	59
2008.01.22	4	109	96
2008.01.22	4	112	13
2008.01.22	4	114	54
2008.01.22	4	117	44
2008.01.22	4	121	3
2008.01.22	5	125	89
2008.01.22	5	129	15
2008.01.22	4	130	38
2008.01.22	5	133	67
2008.01.22	5	134	63
2008.01.22	4	136	35
2008.01.22	4	140	42
2008.01.22	4	141	46
2008.01.22	5	145	47
2008.01.22	5	148	8
2008.01.22	5	149	27
2008.01.22	4	152	38
2008.01.22	4	153	40
2008.01.22	4	156	53
2008.01.22	4	159	77
2008.01.22	5	163	20
2008.01.22	5	165	42
2008.01.22	5	168	52
2008.01.22	4	170	9
2008.01.22	4	174	23
2008.01.22	4	175	53
2008.01.22	5	177	9
2008.01.22	4	180	50
2008.01.22	4	184	85
2008.01.22	4	186	74
2008.01.22	4	187	13
2008.01.22	5	188	1
2008.01.22	4	192	7
2008.01.22	4	196	5
2008.01.22	5	199	3
2008.01.22	4	200	60
2008.01.22	4	202	44
2008.01.22	4	205	44
2008.01.22	4	209	38
2008.01.22	4	211	30
2008.01.22	5	215	14
2008.01.22	4	219	92
2008.01.22	5	220	33
2008.01.22	4	224	5
2008.01.22	5	226	28
2008.01.22	4	228	26
2008.01.22	4	229	87
2008.01.22	4	233	96
2008.01.22	4	235	87
2008.01.22	4	236	19
2008.01.22	5	237	2
2008.01.22	5	238	93
2008.01.22	4	241	6
2008.01.22	5	243	96
2008.01.22	5	246	74
2008.01.22	4	249	1
2008.01.22	4	251	83
2008.01.22	4	255	41
2008.01.22	4	257	8
2008.01.22	4	260	9
2008.01.22	4	261	11
2008.01.22	4	264	78
2008.01.22	4	267	99
2008.01.22	4	271	21
2008.01.22	4	274	18
2008.01.22	4	278	83
2008.01.22	4	282	50
2008.01.22	5	284	77
2008.01.22	5	285	73
2008.01.22	4	287	98
2008.01.22	4	291	61
2008.01.22	4	293	22
2008.01.22	5	295	88
2008.01.22	4	297	22
2008.01.22	5	301	31
2008.01.22	4	305	75
2008.01.22	4	307	63
2008.01.22	4	310	55
2008.01.22	4	313	60
2008.01.22	4	315	38
2008.01.22	4	317	97
2008.01.22	4	318	98
2008.01.22	4	320	49
2008.01.22	4	322	11
2008.01.22	4	323	45
2008.01.22	4	324	50
2008.01.22	5	327	48
2008.01.22	4	331	92
2008.01.22	4	335	44
2008.01.22	4	337	12
2008.01.22	4	338	6
2008.01.22	4	341	83
2008.01.22	5	342	28
2008.01.22	5	343	82
2008.01.22	4	344	72
2008.01.22	4	347	84
2008.01.22	4	350	28
2008.01.22	4	354	63
2008.01.22	4	355	98
2008.01.22	4	359	94
2008.01.22	4	362	59
2008.01.22	4	364	26
2008.01.22	4	368	42
2008.01.22	4	371	7
2008.01.22	5	374	49
2008.01.22	4	378	26
2008.01.22	4	381	29
2008.01.22	5	384	21
2008.01.22	4	387	99
2008.01.22	5	391	60
2008.01.22	5	392	34
2008.01.22	4	393	80
2008.01.22	4	394	4
2008.01.22	4	395	77
2008.01.22	4	398	97
2008.01.22	4	402	28
2008.01.22	4	406	76
2008.01.22	4	410	5
2008.01.22	4	413	21
2008.01.22	4	414	42
2008.01.22	4	415	5
2008.01.22	4	419	21
2008.01.22	4	423	4
2008.01.22	4	425	25
2008.01.22	4	427	91
2008.01.22	4	429	87
2008.01.22	4	432	45
2008.01.22	4	434	26
2008.01.22	4	436	39
2008.01.22	5	437	42
2008.01.22	4	439	47
2008.01.22	4	441	11
2008.01.22	4	443	44
2008.01.22	4	444	7
2008.01.22	4	448	8
2008.01.22	4	452	6
2008.01.22	5	453	10
2008.01.22	4	455	80
2008.01.22	4	457	27
2008.01.22	4	460	9
2008.01.22	4	463	35
2008.01.22	4	464	32
2008.01.22	4	467	4
2008.01.22	4	471	22
2008.01.22	4	472	19
2008.01.22	5	474	57
2008.01.22	5	478	46
2008.01.22	5	480	44
2008.01.22	5	482	62
2008.01.22	4	486	29
2008.01.22	4	489	44
2008.01.22	4	490	76
2008.01.22	4	493	65
2008.01.22	4	496	70
2008.01.22	4	499	1
2008.01.22	5	501	17
2008.01.22	4	504	28
2008.01.22	4	507	91
2008.01.22	5	508	19
2008.01.22	4	512	67
2008.01.22	4	514	49
2008.01.22	4	515	22
2008.01.22	4	518	94
2008.01.22	4	522	28
2008.01.22	4	526	30
2008.01.22	5	530	61
2008.01.22	4	531	30
2008.01.22	4	532	96
2008.01.22	5	534	70
2008.01.22	4	535	10
2008.01.22	4	536	26
2008.01.22	4	539	38
2008.01.22	5	543	70
2008.01.22	4	546	68
2008.01.22	4	547	79
2008.01.22	4	550	32
2008.01.22	4	551	29
2008.01.22	4	553	36
2008.01.22	4	554	93
2008.01.22	4	558	61
2008.01.22	4	559	48
2008.01.22	4	562	14
2008.01.22	4	566	33
2008.01.22	5	568	68
2008.01.22	4	572	13
2008.01.22	4	573	99
2008.01.22	4	575	49
2008.01.22	4	577	42
2008.01.22	4	580	63
2008.01.22	5	584	95
2008.01.22	4	587	45
2008.01.22	4	590	10
2008.01.22	4	591	59
2008.01.22	5	592	1
2008.01.22	5	596	43
2008.01.22	4	598	44
2008.01.22	5	601	8
2008.01.22	4	604	16
2008.01.22	4	605	53
2008.01.22	4	607	44
2008.01.22	5	611	31
2008.01.22	4	614	39
2008.01.22	4	618	24
2008.01.22	4	621	42
2008.01.22	4	625	6
2008.01.22	5	629	72
2008.01.22	4	632	53
2008.01.22	4	634	6
2008.01.22	4	638	20
2008.01.22	5	640	16
2008.01.22	4	642	42
2008.01.22	4	644	77
2008.01.22	4	647	33
2008.01.22	5	649	67
2008.01.22	4	653	89
2008.01.22	5	656	59
2008.01.22	4	658	43
2008.01.22	4	661	29
2008.01.22	5	662	48
2008.01.22	4	664	51
2008.01.22	4	668	98
2008.01.22	4	670	99
2008.01.22	4	671	64
2008.01.22	4	673	26
2008.01.22	4	674	35
2008.01.22	4	676	80
2008.01.22	4	677	90
2008.01.22	4	680	61
2008.01.22	4	682	2
2008.01.22	4	685	69
2008.01.22	5	686	38
2008.01.22	4	688	80
2008.01.22	5	690	45
2008.01.22	4	691	68
2008.01.22	4	694	22
2008.01.22	4	697	10
2008.01.22	4	698	41
2008.01.22	4	699	38
2008.01.22	4	700	26
2008.01.22	5	704	47
2008.01.22	4	708	50
2008.01.22	4	711	47
2008.01.22	4	714	44
2008.01.22	4	717	94
2008.01.22	4	719	10
2008.01.22	4	720	22
2008.01.22	4	724	13
2008.01.22	5	728	26
2008.01.22	4	731	47
2008.01.22	4	733	58
2008.01.22	5	737	47
2008.01.22	4	739	18
2008.01.22	4	743	34
2008.01.22	4	746	5
2008.01.22	5	749	37
2008.01.22	5	750	93
2008.01.22	4	754	80
2008.01.22	4	756	59
2008.01.22	4	758	19
2008.01.22	4	759	78
2008.01.22	4	763	43
2008.01.22	4	765	24
2008.01.22	5	766	99
2008.01.22	4	769	72
2008.01.22	5	772	26
2008.01.22	4	776	48
2008.01.22	4	778	20
2008.01.22	5	780	76
2008.01.22	4	781	76
2008.01.22	4	784	81
2008.01.22	5	787	98
2008.01.22	4	790	89
2008.01.22	4	793	61
2008.01.22	4	796	37
2008.01.22	4	800	38
2008.01.22	4	801	12
2008.01.22	4	805	5
2008.01.22	4	806	76
2008.01.22	4	810	36
2008.01.22	5	811	43
2008.01.22	4	812	8
2008.01.22	5	816	43
2008.01.22	4	819	46
2008.01.22	4	820	84
2008.01.22	4	821	69
2008.01.22	5	825	9
2008.01.22	4	826	11
2008.01.22	4	830	35
2008.01.22	4	834	91
2008.01.22	4	836	39
2008.01.22	5	839	86
2008.01.22	5	842	94
2008.01.22	4	845	72
2008.01.22	4	846	39
2008.01.22	4	847	23
2008.01.22	4	851	64
2008.01.22	5	852	13
2008.01.22	4	854	27
2008.01.22	5	855	18
2008.01.22	4	857	43
2008.01.22	5	859	7
2008.01.22	4	863	85
2008.01.22	4	864	72
2008.01.22	5	866	31
2008.01.22	4	869	35
2008.01.22	4	872	53
2008.01.22	5	873	43
2008.01.22	4	876	28
2008.01.22	5	879	90
2008.01.22	4	883	31
2008.01.22	5	887	29
2008.01.22	4	888	35
2008.01.22	4	890	68
2008.01.22	5	892	17
2008.01.22	4	894	45
2008.01.22	5	895	51
2008.01.22	5	896	6
2008.01.22	4	898	13
2008.01.22	4	901	41
2008.01.22	5	903	76
2008.01.22	4	907	1
2008.01.22	4	909	9
2008.01.22	4	913	18
2008.01.22	4	914	6
2008.01.22	5	915	58
2008.01.22	4	916	33
2008.01.22	4	917	23
2008.01.22	5	918	28
2008.01.22	5	920	73
2008.01.22	4	924	56
2008.01.22	5	928	16
2008.01.22	4	930	10
2008.01.22	4	933	24
2008.01.22	4	934	45
2008.01.22	4	937	45
2008.01.22	4	938	36
2008.01.22	4	940	82
2008.01.22	4	944	33
2008.01.22	4	946	34
2008.01.22	4	947	45
2008.01.22	4	948	75
2008.01.22	4	951	42
2008.01.22	5	955	82
2008.01.22	4	957	14
2008.01.22	4	961	29
2008.01.22	5	965	46
2008.01.22	4	966	44
2008.01.22	4	967	18
2008.01.22	4	969	41
2008.01.22	4	972	17
2008.01.22	4	974	56
2008.01.22	4	975	10
2008.01.22	4	978	13
2008.01.22	4	981	48
2008.01.22	4	982	82
2008.01.22	4	985	14
2008.01.22	4	989	43
2008.01.22	5	993	86
2008.01.22	4	994	68
2008.01.22	5	996	48
2008.01.22	5	1000	34
2008.01.22	4	1003	85
2008.01.22	4	1006	14
2008.01.22	4	1008	76
2008.01.22	4	1011	83
2008.01.22	4	1014	94
2008.01.22	4	1016	18
2008.01.22	4	1020	15
2008.01.22	4	1022	92
2008.01.22	5	1026	12
2008.01.22	4	1029	41
2008.01.22	5	1032	62
2008.01.22	4	1036	61
2008.01.22	5	1039	39
2008.01.22	4	1043	5
2008.01.22	4	1046	19
2008.01.22	4	1047	89
2008.01.22	5	1050	75
2008.01.22	4	1054	87
2008.01.22	4	1055	84
2008.01.22	4	1057	76
2008.01.22	4	1061	22
2008.01.22	4	1065	30
2008.01.22	4	1069	60
2008.01.22	4	1072	23
2008.01.22	4	1075	76
2008.01.22	5	1078	16
2008.01.22	5	1082	23
2008.01.22	4	1084	29
2008.01.22	4	1087	41
2008.01.22	4	1088	91
2008.01.22	5	1090	40
2008.01.22	5	1091	94
2008.01.22	5	1092	15
2008.01.22	4	1095	12
2008.01.22	4	1097	43
2008.01.22	4	1101	19
2008.01.22	4	1105	98
2008.01.22	4	1109	91
2008.01.22	4	1111	56
2008.01.22	4	1112	4
2008.01.22	4	1116	91
2008.01.22	5	1120	30
2008.01.22	4	1124	78
2008.01.22	4	1127	23
2008.01.22	5	1129	93
2008.01.22	4	1133	28
2008.01.22	4	1137	11
2008.01.22	4	1140	25
2008.01.22	4	1141	5
2008.01.22	4	1144	85
2008.01.22	4	1145	51
2008.01.22	4	1148	6
2008.01.22	4	1149	26
2008.01.22	5	1151	3
2008.01.22	4	1154	3
2008.01.22	4	1156	17
2008.01.22	5	1159	56
2008.01.22	4	1163	79
2008.01.22	4	1165	31
2008.01.22	4	1166	8
2008.01.22	4	1169	95
2008.01.22	4	1170	15
2008.01.22	5	1173	16
2008.01.22	5	1176	55
2008.01.22	5	1179	22
2008.01.22	4	1181	10
2008.01.22	5	1182	10
2008.01.22	5	1186	54
2008.01.22	5	1187	2
2008.01.22	5	1189	32
2008.01.22	4	1190	97
2008.01.22	4	1191	14
2008.01.22	5	1195	70
2008.01.22	4	1196	39
2008.01.22	4	1198	95
2008.01.22	5	1199	32
2008.01.22	4	1200	48
2008.01.22	4	1204	51
2008.01.22	4	1205	3
2008.01.22	4	1206	10
2008.01.22	4	1209	17
2008.01.22	4	1211	83
2008.01.22	4	1215	19
2008.01.22	5	1218	24
2008.01.29	3	1	79
2008.01.29	3	4	45
2008.01.29	6	7	79
2008.01.29	1	9	57
2008.01.29	6	10	98
2008.01.29	5	11	75
2008.01.29	3	13	10
2008.01.29	1	15	73
2008.01.29	6	16	88
2008.01.29	6	20	27
2008.01.29	1	21	6
2008.01.29	1	24	12
2008.01.29	1	25	26
2008.01.29	1	26	2
2008.01.29	3	29	84
2008.01.29	6	31	36
2008.01.29	6	35	85
2008.01.29	6	36	97
2008.01.29	1	38	30
2008.01.29	3	41	54
2008.01.29	6	44	91
2008.01.29	6	46	8
2008.01.29	6	50	23
2008.01.29	6	52	29
2008.01.29	1	55	70
2008.01.29	3	56	55
2008.01.29	3	58	36
2008.01.29	1	61	83
2008.01.29	6	63	20
2008.01.29	6	64	17
2008.01.29	6	68	96
2008.01.29	3	70	31
2008.01.29	6	71	42
2008.01.29	1	75	1
2008.01.29	6	77	30
2008.01.29	3	80	1
2008.01.29	3	83	35
2008.01.29	3	84	6
2008.01.29	1	88	34
2008.01.29	1	89	45
2008.01.29	1	91	1
2008.01.29	3	94	17
2008.01.29	6	95	11
2008.01.29	6	96	3
2008.01.29	1	97	19
2008.01.29	1	100	82
2008.01.29	6	103	59
2008.01.29	3	107	20
2008.01.29	5	110	24
2008.01.29	6	111	53
2008.01.29	1	115	79
2008.01.29	5	119	97
2008.01.29	3	120	29
2008.01.29	3	121	46
2008.01.29	6	123	35
2008.01.29	6	125	76
2008.01.29	3	129	82
2008.01.29	6	132	61
2008.01.29	6	135	35
2008.01.29	6	137	76
2008.01.29	6	139	7
2008.01.29	1	142	97
2008.01.29	1	146	35
2008.01.29	6	149	99
2008.01.29	5	153	4
2008.01.29	1	154	56
2008.01.29	6	155	79
2008.01.29	5	158	44
2008.01.29	6	160	72
2008.01.29	6	164	18
2008.01.29	6	165	59
2008.01.29	1	169	10
2008.01.29	3	172	13
2008.01.29	5	174	20
2008.01.29	3	176	11
2008.01.29	5	180	98
2008.01.29	1	181	13
2008.01.29	3	182	31
2008.01.29	1	185	34
2008.01.29	6	186	5
2008.01.29	3	188	10
2008.01.29	6	190	10
2008.01.29	1	193	29
2008.01.29	6	197	20
2008.01.29	6	201	66
2008.01.29	1	202	77
2008.01.29	5	205	95
2008.01.29	6	206	47
2008.01.29	5	207	94
2008.01.29	1	209	67
2008.01.29	3	212	35
2008.01.29	5	216	70
2008.01.29	6	218	93
2008.01.29	1	219	39
2008.01.29	5	222	46
2008.01.29	3	223	67
2008.01.29	3	226	66
2008.01.29	6	228	12
2008.01.29	1	231	29
2008.01.29	6	234	87
2008.01.29	1	238	10
2008.01.29	5	242	67
2008.01.29	6	245	83
2008.01.29	1	249	14
2008.01.29	3	253	13
2008.01.29	1	254	45
2008.01.29	6	257	10
2008.01.29	3	259	91
2008.01.29	1	260	7
2008.01.29	3	263	44
2008.01.29	3	265	9
2008.01.29	3	267	38
2008.01.29	6	268	72
2008.01.29	5	271	65
2008.01.29	3	273	78
2008.01.29	1	277	83
2008.01.29	1	279	3
2008.01.29	5	280	8
2008.01.29	3	281	21
2008.01.29	6	285	13
2008.01.29	6	287	7
2008.01.29	5	288	73
2008.01.29	6	292	35
2008.01.29	3	294	63
2008.01.29	6	296	81
2008.01.29	3	299	59
2008.01.29	6	302	21
2008.01.29	6	304	36
2008.01.29	1	306	28
2008.01.29	6	309	34
2008.01.29	1	311	78
2008.01.29	1	315	31
2008.01.29	5	317	23
2008.01.29	3	321	98
2008.01.29	5	322	8
2008.01.29	1	325	47
2008.01.29	5	326	37
2008.01.29	5	330	51
2008.01.29	5	333	10
2008.01.29	1	337	85
2008.01.29	6	338	99
2008.01.29	5	339	25
2008.01.29	6	341	82
2008.01.29	6	345	45
2008.01.29	5	349	34
2008.01.29	5	353	11
2008.01.29	3	357	28
2008.01.29	3	358	27
2008.01.29	5	362	20
2008.01.29	3	363	39
2008.01.29	3	365	45
2008.01.29	6	369	16
2008.01.29	1	372	18
2008.01.29	6	376	78
2008.01.29	5	377	17
2008.01.29	1	378	57
2008.01.29	5	380	68
2008.01.29	3	381	40
2008.01.29	1	384	95
2008.01.29	3	387	5
2008.01.29	6	388	90
2008.01.29	5	391	24
2008.01.29	1	395	28
2008.01.29	3	399	74
2008.01.29	1	403	83
2008.01.29	6	407	29
2008.01.29	3	409	33
2008.01.29	1	411	65
2008.01.29	6	414	49
2008.01.29	6	416	56
2008.01.29	1	420	5
2008.01.29	6	423	78
2008.01.29	6	424	86
2008.01.29	5	427	3
2008.01.29	1	428	57
2008.01.29	3	429	14
2008.01.29	3	433	48
2008.01.29	3	434	76
2008.01.29	3	437	77
2008.01.29	5	438	70
2008.01.29	1	440	77
2008.01.29	6	441	69
2008.01.29	1	445	70
2008.01.29	6	448	49
2008.01.29	1	452	30
2008.01.29	3	455	84
2008.01.29	1	456	34
2008.01.29	6	459	25
2008.01.29	5	461	55
2008.01.29	5	464	11
2008.01.29	5	466	69
2008.01.29	6	467	72
2008.01.29	3	471	26
2008.01.29	5	475	79
2008.01.29	1	478	38
2008.01.29	5	482	9
2008.01.29	5	484	11
2008.01.29	5	488	60
2008.01.29	3	492	28
2008.01.29	1	494	83
2008.01.29	1	498	61
2008.01.29	3	499	62
2008.01.29	5	503	9
2008.01.29	5	504	72
2008.01.29	6	505	74
2008.01.29	6	506	86
2008.01.29	3	507	16
2008.01.29	6	509	82
2008.01.29	1	512	58
2008.01.29	3	514	33
2008.01.29	5	515	27
2008.01.29	6	517	14
2008.01.29	5	521	8
2008.01.29	5	522	1
2008.01.29	6	524	94
2008.01.29	6	526	68
2008.01.29	3	527	21
2008.01.29	5	529	90
2008.01.29	5	531	34
2008.01.29	5	532	43
2008.01.29	5	534	42
2008.01.29	5	538	2
2008.01.29	6	540	44
2008.01.29	3	542	41
2008.01.29	1	545	15
2008.01.29	5	546	36
2008.01.29	3	548	14
2008.01.29	6	549	60
2008.01.29	1	553	58
2008.01.29	1	557	91
2008.01.29	1	558	81
2008.01.29	1	559	2
2008.01.29	3	560	73
2008.01.29	5	564	68
2008.01.29	3	565	9
2008.01.29	3	569	65
2008.01.29	6	570	61
2008.01.29	1	572	67
2008.01.29	5	573	7
2008.01.29	3	577	50
2008.01.29	5	579	21
2008.01.29	1	582	88
2008.01.29	5	586	77
2008.01.29	1	588	29
2008.01.29	1	590	51
2008.01.29	1	591	32
2008.01.29	6	594	10
2008.01.29	6	596	86
2008.01.29	5	598	54
2008.01.29	1	599	96
2008.01.29	3	601	33
2008.01.29	3	605	37
2008.01.29	5	607	30
2008.01.29	6	609	83
2008.01.29	1	610	19
2008.01.29	6	613	10
2008.01.29	6	615	76
2008.01.29	3	617	91
2008.01.29	3	621	76
2008.01.29	1	622	4
2008.01.29	3	624	47
2008.01.29	6	628	11
2008.01.29	6	631	7
2008.01.29	1	632	21
2008.01.29	3	634	85
2008.01.29	1	637	74
2008.01.29	6	639	8
2008.01.29	1	641	29
2008.01.29	6	642	48
2008.01.29	1	646	24
2008.01.29	1	650	81
2008.01.29	6	651	19
2008.01.29	3	652	82
2008.01.29	1	655	44
2008.01.29	5	658	13
2008.01.29	5	660	1
2008.01.29	3	664	44
2008.01.29	6	668	62
2008.01.29	5	669	22
2008.01.29	6	670	5
2008.01.29	6	673	66
2008.01.29	3	676	3
2008.01.29	6	679	33
2008.01.29	3	681	30
2008.01.29	5	684	17
2008.01.29	6	688	32
2008.01.29	3	689	93
2008.01.29	3	690	77
2008.01.29	5	691	39
2008.01.29	3	694	47
2008.01.29	3	697	26
2008.01.29	3	698	47
2008.01.29	6	702	32
2008.01.29	3	705	53
2008.01.29	6	706	31
2008.01.29	1	710	39
2008.01.29	5	713	97
2008.01.29	3	715	80
2008.01.29	3	717	8
2008.01.29	6	721	52
2008.01.29	5	723	35
2008.01.29	3	725	29
2008.01.29	3	729	28
2008.01.29	3	731	87
2008.01.29	1	735	44
2008.01.29	6	739	1
2008.01.29	5	740	38
2008.01.29	6	743	44
2008.01.29	6	745	26
2008.01.29	5	749	93
2008.01.29	3	751	68
2008.01.29	6	752	23
2008.01.29	1	753	78
2008.01.29	6	755	8
2008.01.29	3	759	16
2008.01.29	1	763	24
2008.01.29	3	766	4
2008.01.29	1	768	45
2008.01.29	6	769	34
2008.01.29	6	771	46
2008.01.29	1	772	1
2008.01.29	1	776	4
2008.01.29	5	778	76
2008.01.29	5	780	90
2008.01.29	3	782	34
2008.01.29	1	785	83
2008.01.29	5	787	55
2008.01.29	1	790	57
2008.01.29	6	794	10
2008.01.29	6	795	85
2008.01.29	6	798	7
2008.01.29	5	801	45
2008.01.29	5	803	23
2008.01.29	3	807	10
2008.01.29	5	810	31
2008.01.29	6	814	55
2008.01.29	6	817	7
2008.01.29	6	818	56
2008.01.29	6	822	26
2008.01.29	1	825	87
2008.01.29	3	829	31
2008.01.29	1	833	24
2008.01.29	1	837	92
2008.01.29	6	841	41
2008.01.29	1	843	45
2008.01.29	3	844	7
2008.01.29	1	848	32
2008.01.29	6	851	17
2008.01.29	3	854	90
2008.01.29	1	858	26
2008.01.29	1	862	43
2008.01.29	3	866	15
2008.01.29	6	870	62
2008.01.29	1	871	29
2008.01.29	5	875	26
2008.01.29	6	877	17
2008.01.29	6	878	7
2008.01.29	5	881	15
2008.01.29	3	885	80
2008.01.29	1	888	75
2008.01.29	1	889	22
2008.01.29	1	893	91
2008.01.29	5	897	7
2008.01.29	3	898	39
2008.01.29	5	900	10
2008.01.29	5	902	45
2008.01.29	1	905	5
2008.01.29	3	906	24
2008.01.29	5	908	68
2008.01.29	6	910	12
2008.01.29	6	912	75
2008.01.29	3	915	31
2008.01.29	6	918	99
2008.01.29	6	922	55
2008.01.29	1	924	18
2008.01.29	6	927	59
2008.01.29	3	930	3
2008.01.29	5	934	10
2008.01.29	5	935	32
2008.01.29	5	936	11
2008.01.29	3	939	78
2008.01.29	3	941	4
2008.01.29	3	945	18
2008.01.29	6	946	83
2008.01.29	5	949	25
2008.01.29	6	950	15
2008.01.29	5	953	75
2008.01.29	1	955	77
2008.01.29	3	958	22
2008.01.29	3	961	45
2008.01.29	1	962	5
2008.01.29	1	964	46
2008.01.29	3	966	17
2008.01.29	5	968	97
2008.01.29	1	972	7
2008.01.29	1	975	32
2008.01.29	5	977	96
2008.01.29	5	981	72
2008.01.29	3	984	40
2008.01.29	6	987	92
2008.01.29	1	988	16
2008.01.29	5	991	68
2008.01.29	6	992	25
2008.01.29	5	996	37
2008.01.29	3	997	19
2008.01.29	3	1001	42
2008.01.29	6	1004	42
2008.01.29	1	1007	78
2008.01.29	5	1011	15
2008.01.29	1	1014	26
2008.01.29	1	1015	31
2008.01.29	3	1019	2
2008.01.29	3	1022	65
2008.01.29	5	1026	87
2008.01.29	6	1029	46
2008.01.29	3	1031	51
2008.01.29	3	1033	86
2008.01.29	6	1035	70
2008.01.29	5	1036	25
2008.01.29	3	1039	21
2008.01.29	5	1040	80
2008.01.29	6	1043	76
2008.01.29	1	1046	15
2008.01.29	3	1047	12
2008.01.29	3	1050	46
2008.01.29	6	1051	2
2008.01.29	5	1052	3
2008.01.29	6	1054	26
2008.01.29	5	1056	83
2008.01.29	6	1058	53
2008.01.29	5	1060	54
2008.01.29	3	1064	60
2008.01.29	6	1068	92
2008.01.29	5	1072	24
2008.01.29	1	1076	74
2008.01.29	6	1080	18
2008.01.29	5	1083	74
2008.01.29	1	1087	17
2008.01.29	5	1088	66
2008.01.29	1	1090	48
2008.01.29	6	1091	27
2008.01.29	3	1093	32
2008.01.29	5	1095	31
2008.01.29	1	1097	96
2008.01.29	3	1100	52
2008.01.29	5	1101	68
2008.01.29	1	1104	66
2008.01.29	6	1108	20
2008.01.29	1	1109	49
2008.01.29	5	1112	27
2008.01.29	6	1116	74
2008.01.29	5	1119	64
2008.01.29	1	1122	18
2008.01.29	5	1125	4
2008.01.29	6	1126	54
2008.01.29	3	1127	15
2008.01.29	5	1128	58
2008.01.29	3	1132	5
2008.01.29	3	1133	6
2008.01.29	5	1137	19
2008.01.29	3	1139	70
2008.01.29	6	1142	17
2008.01.29	1	1144	29
2008.01.29	6	1145	29
